qid,duration_bin,cohort,audio_duration_sec,gt_duration_sec,full_center_hit10_2s,hard25_center_hit10_2s,gt_only_center_hit10_2s,full_oracle10_iou07,hard25_oracle10_iou07,gt_only_oracle10_iou07,full_width_gt_ratio,hard25_width_gt_ratio,gt_only_width_gt_ratio,hard_minus_full_center_pp,hard_minus_full_oracle_pp,hard_minus_full_width_gt_ratio
--0w1YA1Hm4_1,0-2s,harmful,299.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,12.0,-100.0,0.0,2.0
--0w1YA1Hm4_2,2-5s,harmful,299.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.75,2.0,-100.0,0.0,0.25
--0w1YA1Hm4_3,2-5s,control,299.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,-1.0
-FW109cbv0g_1,2-5s,control,96.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3333333333333333,2.0,2.0,0.0,0.0,0.6666666666666667
-FW109cbv0g_3,2-5s,control,96.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.6666666666666667,0.0,100.0,0.0
-FW109cbv0g_4,2-5s,harmful,96.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-100.0,0.0,0.0
-FW109cbv0g_5,2-5s,harmful,96.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,-100.0,0.0,-0.3333333333333335
-NrFeH-kBSM_2,0-2s,control,300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,7.0,-100.0,0.0,21.0
-NrFeH-kBSM_4,2-5s,harmful,300.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.75,0.25,-100.0,0.0,0.25
-mhFGevxLUg_3,2-5s,control,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.0,0.75,0.0,0.0,0.25
-nQHwrRLfc0_2,0-2s,harmful,165.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,21.0,-100.0,0.0,2.0
-oy0BkpMGAk_1,2-5s,control,80.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.25,0.0,0.0,1.0
-oy0BkpMGAk_3,2-5s,control,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,-1.5
096oTVzc5Gs_4,0-2s,control,129.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,-100.0,0.0,1.0
0AsXkZkqelg_1,2-5s,harmful,172.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,29.75,-100.0,0.0,2.5
0AsXkZkqelg_2,2-5s,control,172.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.0,0.6666666666666666,0.0,0.0,-0.3333333333333335
0_K6OKtoBBU_1,2-5s,control,61.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,2.5,3.5,0.0,0.0,1.0
0_K6OKtoBBU_3,2-5s,control,61.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,5.0,0.0,0.0,-1.0
0a9wVat2PWk_2,2-5s,harmful,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.25,16.75,0.0,0.0,0.5
0a9wVat2PWk_3,2-5s,control,300.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,4.0
0a9wVat2PWk_4,2-5s,harmful,300.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.75,0.5,-100.0,0.0,1.75
0fMXnvD38zI_1,2-5s,control,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,11.0,31.0,0.0,0.0,4.5
0yETgW44MZU_2,2-5s,control,90.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.5,100.0,0.0,-1.0
14izd_i3ryE_3,2-5s,harmful,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,3.0
1FNJbN-eHY4_1,2-5s,harmful,177.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.75,2.25,18.25,0.0,0.0,0.5
1GgEpRZDWN0_1,2-5s,harmful,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.5,2.5,0.0,0.0,3.5
1IoHRTUp86c_3,2-5s,control,226.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,10.5,43.0,100.0,0.0,2.5
1Og2TJ3bXW0_1,2-5s,control,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,34.0,41.0,0.0,0.0,29.5
1Og2TJ3bXW0_2,2-5s,harmful,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,14.333333333333334,0.3333333333333333,0.0,0.0,12.666666666666668
1Og2TJ3bXW0_4,2-5s,control,300.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,5.5,7.0,0.0,0.0,2.0
1WTSW96XP6E_2,2-5s,harmful,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.5,0.0,0.0,-0.5
1slvoNgzBLE_2,2-5s,control,299.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.666666666666667,6.333333333333333,6.666666666666667,0.0,0.0,-1.333333333333334
1slvoNgzBLE_4,2-5s,control,299.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.666666666666667,5.0,2.0,100.0,0.0,0.33333333333333304
1vCYiVvZ7VE_1,2-5s,control,296.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.3333333333333335,2.3333333333333335,2.6666666666666665,100.0,0.0,-1.0
1vCYiVvZ7VE_2,2-5s,control,296.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.5,0.5,0.0,0.0,0.5
27HIamF8pKo_1,2-5s,control,140.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3333333333333333,1.0,1.6666666666666667,0.0,-100.0,-0.33333333333333326
27HIamF8pKo_3,0-2s,harmful,140.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,8.0,-100.0,0.0,-9.0
2JutOgAnqWA_2,2-5s,control,214.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.5,1.5,0.0,0.0,6.5
2KEfkDO6hlA_1,2-5s,control,233.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.3333333333333333,100.0,0.0,1.0
2KR0C5ysO8o_1,2-5s,control,137.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,2.5,3.25,0.0,0.0,1.0
2KR0C5ysO8o_2,2-5s,control,137.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,5.5,6.5,0.0,0.0,3.0
2RjqBRzmxaM_3,2-5s,control,122.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.5,19.0,0.5,100.0,0.0,16.5
2RjqBRzmxaM_4,2-5s,control,122.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,1.5,0.5,0.0,0.0,0.0
2RjqBRzmxaM_5,2-5s,control,122.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,42.0,0.0,0.0,0.0
2a6GNu6uCDE_3,2-5s,control,299.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.0,0.3333333333333333,0.0,0.0,-0.3333333333333335
3RultJjvTWI_2,0-2s,harmful,299.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,93.0,0.0,0.0,4.0
3VHpLxtd498_1,0-2s,control,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,33.0,18.0,0.0,0.0,19.0
3VHpLxtd498_3,0-2s,harmful,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,0.0,0.0,0.0
3VHpLxtd498_4,2-5s,harmful,242.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,4.666666666666667,15.666666666666666,-100.0,0.0,-0.6666666666666661
3qTL7QRk-tg_4,2-5s,control,189.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.3333333333333335,0.3333333333333333,0.0,0.0,0.3333333333333335
3rna9zo5ZOs_2,2-5s,control,68.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
3xDZ-kdGE3o_2,2-5s,control,65.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.3333333333333333,0.0,100.0,0.33333333333333337
473wBEwC35M_1,2-5s,harmful,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.5,68.5,0.0,0.0,6.5
4CAMv5nlr-0_1,2-5s,control,113.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,-1.0
4CAMv5nlr-0_2,2-5s,control,113.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,-100.0,-0.33333333333333337
4IeDBwyQ9ZQ_4,2-5s,control,300.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.6666666666666665,1.0,0.0,0.0,0.6666666666666665
4UPOUGVMlEs_3,2-5s,harmful,84.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,-100.0,0.0,-0.5
4_DjmCg8Ra8_1,0-2s,control,196.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,-6.0
4ftDFi4684Y_1,2-5s,control,115.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,8.5,100.0,0.0,1.0
4fz0-Kx2oNs_1,2-5s,control,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,6.0,1.5,0.0,0.0,3.25
4fz0-Kx2oNs_3,2-5s,control,300.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,7.5,8.5,3.5,0.0,0.0,1.0
52IxrdTxGs4_2,0-2s,harmful,213.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,-100.0,0.0,2.0
52IxrdTxGs4_3,2-5s,control,213.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.5,0.0,100.0,0.0,1.5
52IxrdTxGs4_4,0-2s,harmful,213.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,2.0,-100.0,0.0,-5.0
5G6b_QWL3nY_3,2-5s,harmful,246.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,26.75,-100.0,0.0,1.0
5G6b_QWL3nY_4,2-5s,control,246.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,1.5,0.0,0.0,7.0
5t6tSW0yT40_4,0-2s,control,299.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,16.0,1.0,100.0,0.0,3.0
67BsqRkh-dU_2,2-5s,control,62.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.25,2.5,5.75,0.0,0.0,0.25
6Nvu6EcpdE8_2,0-2s,harmful,211.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,7.0,-100.0,0.0,9.0
6Nvu6EcpdE8_3,0-2s,harmful,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,1.0
6OlHuvJR_Dk_1,2-5s,control,148.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.25,0.5,0.0,100.0,-0.25
6ZwYgzcN6Is_2,2-5s,control,97.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.33333333333333326
6pssFJ0m-kU_3,2-5s,control,140.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,3.25,0.25,0.0,0.0,1.0
7JWHbs3gu1w_1,2-5s,harmful,296.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,1.0
7JWHbs3gu1w_2,2-5s,control,296.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0
7P0N61TVOxE_3,2-5s,harmful,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.5,1.0,0.0,0.0,3.0
7P6lcyeDKNI_1,2-5s,harmful,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,9.5,0.0,0.0,1.5
7XXSOzDQ2z0_2,2-5s,control,297.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,38.5,12.0,0.0,0.0,29.5
7XXSOzDQ2z0_3,2-5s,harmful,297.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.5,2.75,0.0,0.0,0.75
7bO0AJI-ihs_1,2-5s,control,65.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,-1.3333333333333335
7bO0AJI-ihs_2,2-5s,control,65.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.25,0.25,0.0,0.0,-100.0,-1.0
7upINC4seBw_1,2-5s,control,182.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.3333333333333335,2.3333333333333335,0.0,0.0,0.3333333333333335
83j4GgHXTLE_1,2-5s,harmful,220.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.3333333333333333,-100.0,0.0,1.0
8OTd45_6cvY_2,2-5s,control,299.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,7.5,5.5,0.0,0.0,3.5
8OTd45_6cvY_4,2-5s,control,299.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.5,0.75,0.25,0.0,0.0,-1.75
8b9z7N25DmU_1,2-5s,control,268.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,30.0,12.5,0.0,0.0,21.0
8o-Y4QP8LWs_2,2-5s,harmful,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.75,16.5,0.0,0.0,5.75
8ycflE3dIHw_2,2-5s,control,299.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5,1.5,0.0,0.0,0.0
9F3sutgYTvo_1,2-5s,control,69.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.75,1.25,1.0,0.0,-100.0,-0.5
9F3sutgYTvo_2,2-5s,harmful,69.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,1.5,-100.0,0.0,0.5
9dLLsZVRSZI_1,0-2s,harmful,225.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,2.0,-100.0,0.0,9.0
9ucb5HYO8ps_2,2-5s,harmful,238.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,4.5,1.5,-100.0,0.0,-0.5
9vZDsGjyh5M_1,2-5s,harmful,117.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,-100.0,0.0,0.0
9z2OwpftxUE_2,2-5s,harmful,208.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,8.5,20.5,0.0,0.0,1.0
A61Mry8zBwE_1,0-2s,control,132.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,12.0,6.0,0.0,0.0,7.0
AI1OweEW8C0_1,2-5s,control,205.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,58.0,43.5,100.0,0.0,47.0
AI1OweEW8C0_2,2-5s,control,205.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,50.5,36.0,0.0,0.0,37.0
AKHZMg9ba30_2,2-5s,control,115.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.5,1.5,100.0,0.0,-1.5
Aj_VMUSNjNM_2,0-2s,control,150.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,1.0
AtkD-3GjXMw_1,2-5s,harmful,132.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,1.5,-100.0,0.0,2.5
Axd__X2rixk_1,2-5s,harmful,267.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.5,0.0,0.0,3.0
BA-lFjpzad4_1,2-5s,control,64.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,3.25,1.25,0.0,0.0,1.5
BA-lFjpzad4_2,0-2s,harmful,64.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,5.0,-100.0,0.0,6.0
BA-lFjpzad4_3,2-5s,control,64.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0
BA-lFjpzad4_4,2-5s,control,64.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.5,3.5,2.5,0.0,0.0,0.0
BDpU2Qh77NE_1,0-2s,harmful,248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,22.0,0.0,0.0,4.0
BDpU2Qh77NE_3,2-5s,control,248.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.25,3.25,1.75,0.0,0.0,-1.0
BL8ksJ0sTXk_3,0-2s,harmful,299.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,3.0,0.0,0.0,10.0
BMayJId0X1s_1,2-5s,harmful,193.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.333333333333333,7.0,-100.0,0.0,1.333333333333333
BUAPM4D3-h8_2,0-2s,control,299.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,2.0,0.0,0.0,-2.0
Ba92IrXFvJo_1,2-5s,control,246.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.5,4.0,0.0,0.0,5.0
Bvw2gv1fcZw_2,2-5s,control,290.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.0,1.3333333333333333,0.0,0.0,0.3333333333333335
BzHTqyX69pI_2,2-5s,control,230.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.5,0.5,100.0,0.0,1.5
C5kmOK_l4jc_1,0-2s,control,79.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0
C8kR19NvynA_1,2-5s,control,299.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.75,4.0,0.0,0.0,0.0
CO6-i8NLbeo_1,2-5s,harmful,187.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.25,3.0,-100.0,0.0,0.25
CO6-i8NLbeo_2,2-5s,control,187.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3333333333333333,2.0,3.3333333333333335,0.0,0.0,0.6666666666666667
Cbe2B6ohBpw_1,2-5s,control,60.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.3333333333333333,2.0,6.0,0.0,-100.0,0.6666666666666667
Cbe2B6ohBpw_2,2-5s,control,60.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,-0.5
CefFMA3klxk_1,0-2s,harmful,299.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,27.0,0.0,0.0,0.0
CefFMA3klxk_3,2-5s,harmful,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.0,0.0,0.0,0.0,1.5
CvNAwby6Xos_1,2-5s,harmful,299.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.25,2.25,4.0,0.0,0.0,0.0
D2Xc_jZllDY_2,2-5s,control,299.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.5,1.0,0.0,0.0,-0.5
Dc2WEiRk0rA_2,2-5s,control,73.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,-0.33333333333333326
DjKGzOe_COc_1,2-5s,control,113.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.666666666666667,9.0,14.0,100.0,0.0,2.333333333333333
Dn3buZWMzwY_1,2-5s,control,99.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,3.0
Dn3buZWMzwY_2,0-2s,control,99.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,-2.0
Dn3buZWMzwY_3,0-2s,control,99.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,-4.0
Dn3buZWMzwY_4,2-5s,harmful,99.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,14.5,23.5,-100.0,0.0,6.0
E3D_z0aoUEg_4,2-5s,harmful,158.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,1.6666666666666667,-100.0,0.0,-1.6666666666666667
E3Q1jfTeuWs_1,2-5s,control,60.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,100.0,0.0,-0.5
E3Q1jfTeuWs_2,2-5s,control,60.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0
ECw5Yf7QoMo_3,2-5s,harmful,299.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,4.5,0.5,0.0,0.0,1.0
ESjMIqrvRj4_2,2-5s,control,299.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.5,9.5,0.0,0.0,0.5
ESjMIqrvRj4_5,0-2s,control,299.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,-11.0
EUZaxaWqhwg_1,2-5s,control,165.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,14.75,5.25,0.0,0.0,-5.0
EcihYbSlyck_3,2-5s,harmful,157.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,1.0
ErxgH5g3Kx0_1,0-2s,control,210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,14.0,0.0,0.0,7.0
ErxgH5g3Kx0_2,2-5s,harmful,210.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,21.0,-100.0,0.0,0.5
EzWEO2WD_MM_1,2-5s,control,188.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,12.0,100.0,0.0,-0.3333333333333335
EzWEO2WD_MM_2,2-5s,control,188.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,28.333333333333332,52.666666666666664,29.666666666666668,0.0,0.0,24.333333333333332
FDwK7T1JO_0_2,2-5s,control,202.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.6666666666666665,1.6666666666666667,0.0,0.0,0.6666666666666665
FR7BDRhMATo_2,2-5s,control,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,20.0,27.75,0.0,0.0,8.25
FXdoNvmrYxo_2,2-5s,harmful,299.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.5,3.0,13.0,-100.0,0.0,0.5
Flk-X0gwjF4_1,2-5s,control,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,32.75,39.75,0.0,0.0,26.5
G3YO2unWz7k_1,0-2s,control,299.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,1.0
GGgQR7aIofY_1,2-5s,control,168.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.0,1.0,0.0,0.0,-0.5
GGgQR7aIofY_3,2-5s,harmful,168.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0
GOD8Bt5LfDE_2,2-5s,harmful,129.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.6666666666666665,0.0,0.0,0.0,1.333333333333333
GOD8Bt5LfDE_3,2-5s,control,129.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,100.0,0.0,1.0
Gkb4f6yodPE_2,2-5s,harmful,299.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.666666666666667,0.3333333333333333,0.0,0.0,0.666666666666667
H7-orYrKBeo_1,2-5s,control,93.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.5,4.75,11.25,100.0,0.0,-0.75
H7rd9bZtbgc_1,2-5s,control,299.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.6666666666666665,38.0,100.0,0.0,-0.666666666666667
H7rd9bZtbgc_2,0-2s,control,299.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,158.0,69.0,95.0,100.0,0.0,-89.0
HVz-FJBf_iM_1,0-2s,control,67.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,4.0
HdPSebdDxe4_1,2-5s,control,121.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0
HdPSebdDxe4_4,2-5s,control,121.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.75,3.0,0.0,-100.0,0.0
Hdxfbpnd2-8_3,2-5s,harmful,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.5,1.0,0.0,0.0,4.0
Hdxfbpnd2-8_4,0-2s,harmful,299.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,4.0,-100.0,0.0,-3.0
HxZADVzNIqs_2,2-5s,control,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,9.25,35.75,0.0,0.0,-2.0
HxZADVzNIqs_3,2-5s,control,299.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,6.666666666666667,8.333333333333334,0.0,0.0,-2.666666666666667
I4HpYGMMsz4_1,2-5s,harmful,238.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,11.75,35.0,0.0,0.0,1.75
IJ6pm5Kns8A_1,2-5s,harmful,209.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0
IJ6pm5Kns8A_2,2-5s,control,209.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,5.0,0.5,0.0,0.0,2.5
IsUG5SKWNZA_2,2-5s,harmful,134.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,-100.0,0.0,0.0
ItS07xtdi4s_3,2-5s,control,160.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.5,0.0,0.0,0.0
ItS07xtdi4s_5,0-2s,harmful,160.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,14.0,-100.0,0.0,1.0
JC2ZrXzCX4Y_2,2-5s,control,209.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,5.5,21.5,0.0,0.0,-1.0
JZloTOdIY_c_3,2-5s,harmful,88.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.3333333333333335,2.3333333333333335,7.0,0.0,0.0,-1.0
JmWaRt8-u0s_1,2-5s,harmful,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,17.25,0.0,0.0,-0.5
