qid,vid,duration_sec,audio_duration_sec,gt_duration_sec,duration_bin,condition,replicate,random_seed,gt_token_count,valid_token_count,effective_accessible_tokens,effective_distractor_count,center_hit10_1s,center_hit10_2s,positive_overlap_candidate_top10,oracle10_iou05,oracle10_iou07,r1_iou05,r1_iou07,top1_iou07_success,final_center_error_sec,final_width_gt_ratio
cNARVD02-tw_3,cNARVD02-tw,299.0,299.0,15.0,10-20s,RANDOM_25,3,7083282104,36,299,102,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.4666666666666666
cPiSd5nJLrI_1,cPiSd5nJLrI,60.0,60.0,2.0,2-5s,RANDOM_25,3,7083282104,2,60,17,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0
cPiSd5nJLrI_2,cPiSd5nJLrI,60.0,60.0,3.0,2-5s,RANDOM_25,3,7083282104,3,60,18,15,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
cPiSd5nJLrI_3,cPiSd5nJLrI,60.0,60.0,13.0,10-20s,RANDOM_25,3,7083282104,13,60,25,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23076923076923078
cz0FSQDVBMw_1,cz0FSQDVBMw,248.0,248.0,33.0,20s+,RANDOM_25,3,7083282104,54,248,103,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.8181818181818182
cz0FSQDVBMw_2,cz0FSQDVBMw,248.0,248.0,1.0,0-2s,RANDOM_25,3,7083282104,2,248,64,62,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0
cz0FSQDVBMw_3,cz0FSQDVBMw,248.0,248.0,5.0,5-10s,RANDOM_25,3,7083282104,15,248,74,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4
d6gu2w19YQo_1,d6gu2w19YQo,102.0,102.0,2.0,2-5s,RANDOM_25,3,7083282104,7,102,31,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0
dJYO3RbBabE_1,dJYO3RbBabE,299.0,299.0,78.0,20s+,RANDOM_25,3,7083282104,158,299,194,36,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.5,0.24358974358974358
dYZSKX7vuRI_1,dYZSKX7vuRI,300.0,300.0,16.0,10-20s,RANDOM_25,3,7083282104,16,300,87,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.375
dYZSKX7vuRI_2,dYZSKX7vuRI,300.0,300.0,259.0,20s+,RANDOM_25,3,7083282104,265,300,274,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.06563706563706563
dYvL6uEMl6E_1,dYvL6uEMl6E,178.0,178.0,1.0,0-2s,RANDOM_25,3,7083282104,1,178,46,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5,6.0
dZDgJzGtLLU_1,dZDgJzGtLLU,299.0,299.0,109.0,20s+,RANDOM_25,3,7083282104,212,299,234,22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,0.12844036697247707
dZDgJzGtLLU_2,dZDgJzGtLLU,299.0,299.0,44.0,20s+,RANDOM_25,3,7083282104,53,299,115,62,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.3181818181818182
dkiwn2FdDVw_1,dkiwn2FdDVw,300.0,300.0,7.0,5-10s,RANDOM_25,3,7083282104,20,300,90,70,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.8571428571428572
dkiwn2FdDVw_2,dkiwn2FdDVw,300.0,300.0,2.0,2-5s,RANDOM_25,3,7083282104,2,300,77,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0
dkiwn2FdDVw_3,dkiwn2FdDVw,300.0,300.0,1.0,0-2s,RANDOM_25,3,7083282104,2,300,77,75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.5,12.0
dkiwn2FdDVw_4,dkiwn2FdDVw,300.0,300.0,3.0,2-5s,RANDOM_25,3,7083282104,10,300,83,73,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.5,4.666666666666667
dlsiellSFf0_1,dlsiellSFf0,111.0,111.0,19.0,10-20s,RANDOM_25,3,7083282104,19,111,42,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
dlsiellSFf0_2,dlsiellSFf0,111.0,111.0,47.0,20s+,RANDOM_25,3,7083282104,80,111,88,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.5,0.2127659574468085
dmUOSyPXkUw_1,dmUOSyPXkUw,230.0,230.0,23.0,20s+,RANDOM_25,3,7083282104,26,230,77,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.30434782608695654
dmUOSyPXkUw_2,dmUOSyPXkUw,230.0,230.0,11.0,10-20s,RANDOM_25,3,7083282104,24,230,76,52,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,135.0,0.8181818181818182
dmUOSyPXkUw_3,dmUOSyPXkUw,230.0,230.0,6.0,5-10s,RANDOM_25,3,7083282104,25,230,77,52,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.3333333333333333
dxow2DcTrwk_1,dxow2DcTrwk,156.0,156.0,6.0,5-10s,RANDOM_25,3,7083282104,17,156,52,35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.6666666666666667
e2rScj9UyMs_1,e2rScj9UyMs,225.0,225.0,5.0,5-10s,RANDOM_25,3,7083282104,49,225,93,44,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.6
e2rScj9UyMs_2,e2rScj9UyMs,225.0,225.0,1.0,0-2s,RANDOM_25,3,7083282104,1,225,57,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.5,14.0
e4ph6bIC5zc_1,e4ph6bIC5zc,258.0,258.0,10.0,10-20s,RANDOM_25,3,7083282104,16,258,77,61,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.8
Z_smJ66Tb3c_1,Z_smJ66Tb3c,201.0,201.0,4.0,2-5s,RANDOM_25,4,7083282105,13,201,60,47,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.5
Z_smJ66Tb3c_2,Z_smJ66Tb3c,201.0,201.0,7.0,5-10s,RANDOM_25,4,7083282105,11,201,59,48,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Z_smJ66Tb3c_3,Z_smJ66Tb3c,201.0,201.0,1.0,0-2s,RANDOM_25,4,7083282105,1,201,51,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,6.0
ZsTZ7jqbd9M_1,ZsTZ7jqbd9M,300.0,300.0,7.0,5-10s,RANDOM_25,4,7083282105,7,300,81,74,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.5,4.285714285714286
ZsTZ7jqbd9M_2,ZsTZ7jqbd9M,300.0,300.0,286.0,20s+,RANDOM_25,4,7083282105,286,300,290,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0.8881118881118881
ZsTZ7jqbd9M_3,ZsTZ7jqbd9M,300.0,300.0,33.0,20s+,RANDOM_25,4,7083282105,33,300,100,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,215.0,1.7272727272727273
ZsTZ7jqbd9M_4,ZsTZ7jqbd9M,300.0,300.0,29.0,20s+,RANDOM_25,4,7083282105,50,300,113,63,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,0.4827586206896552
Zsf2YvJfCKw_1,Zsf2YvJfCKw,135.0,135.0,2.0,2-5s,RANDOM_25,4,7083282105,5,135,38,33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0
Zsf2YvJfCKw_2,Zsf2YvJfCKw,135.0,135.0,22.0,20s+,RANDOM_25,4,7083282105,62,135,81,19,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.45454545454545453
_9mgOkzm-xg_1,_9mgOkzm-xg,299.0,299.0,11.0,10-20s,RANDOM_25,4,7083282105,11,299,83,72,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.2727272727272727
_9mgOkzm-xg_2,_9mgOkzm-xg,299.0,299.0,73.0,20s+,RANDOM_25,4,7083282105,73,299,130,57,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,17.0,0.8082191780821918
_9mgOkzm-xg_3,_9mgOkzm-xg,299.0,299.0,216.0,20s+,RANDOM_25,4,7083282105,215,299,236,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,0.18981481481481483
_9mgOkzm-xg_4,_9mgOkzm-xg,299.0,299.0,6.0,5-10s,RANDOM_25,4,7083282105,6,299,80,74,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,9.333333333333334
_AcJVyToQUQ_1,_AcJVyToQUQ,115.0,115.0,2.0,2-5s,RANDOM_25,4,7083282105,14,115,40,26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5
_BSmz3SEW1w_1,_BSmz3SEW1w,133.0,133.0,2.0,2-5s,RANDOM_25,4,7083282105,4,133,37,33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.5,2.0
_BSmz3SEW1w_2,_BSmz3SEW1w,133.0,133.0,3.0,2-5s,RANDOM_25,4,7083282105,6,133,38,32,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,78.5,2.3333333333333335
_C2HinL8VlM_1,_C2HinL8VlM,73.0,73.0,4.0,2-5s,RANDOM_25,4,7083282105,12,73,28,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.5
_GI7meqlYZk_1,_GI7meqlYZk,299.0,299.0,31.0,20s+,RANDOM_25,4,7083282105,81,299,136,55,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.4838709677419355
_GI7meqlYZk_2,_GI7meqlYZk,299.0,299.0,30.0,20s+,RANDOM_25,4,7083282105,47,299,110,63,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.5,0.5666666666666667
_GI7meqlYZk_3,_GI7meqlYZk,299.0,299.0,85.0,20s+,RANDOM_25,4,7083282105,191,299,218,27,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,59.5,0.10588235294117647
_YS5uKWoB6g_1,_YS5uKWoB6g,237.0,237.0,40.0,20s+,RANDOM_25,4,7083282105,45,237,93,48,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.1
_YS5uKWoB6g_2,_YS5uKWoB6g,237.0,237.0,1.0,0-2s,RANDOM_25,4,7083282105,1,237,60,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.5,24.0
_YS5uKWoB6g_3,_YS5uKWoB6g,237.0,237.0,23.0,20s+,RANDOM_25,4,7083282105,23,237,77,54,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.5217391304347827
_YS5uKWoB6g_4,_YS5uKWoB6g,237.0,237.0,7.0,5-10s,RANDOM_25,4,7083282105,11,237,68,57,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.5,1.1428571428571428
_YS5uKWoB6g_5,_YS5uKWoB6g,237.0,237.0,1.0,0-2s,RANDOM_25,4,7083282105,1,237,60,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,14.0
_ezm-TpKj1w_1,_ezm-TpKj1w,130.0,130.0,2.0,2-5s,RANDOM_25,4,7083282105,2,130,34,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.5,4.5
_oKXrY5Ff0g_1,_oKXrY5Ff0g,82.0,82.0,14.0,10-20s,RANDOM_25,4,7083282105,24,82,39,15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2857142857142857
_oKXrY5Ff0g_2,_oKXrY5Ff0g,82.0,82.0,20.0,20s+,RANDOM_25,4,7083282105,23,82,38,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7
_oKXrY5Ff0g_3,_oKXrY5Ff0g,82.0,82.0,2.0,2-5s,RANDOM_25,4,7083282105,2,82,22,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.5,1.5
_xylo5_IiaM_1,_xylo5_IiaM,300.0,300.0,88.0,20s+,RANDOM_25,4,7083282105,88,300,141,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.5,0.14772727272727273
_xylo5_IiaM_2,_xylo5_IiaM,300.0,300.0,25.0,20s+,RANDOM_25,4,7083282105,103,300,153,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.96
_z6pymOet7g_1,_z6pymOet7g,80.0,80.0,23.0,20s+,RANDOM_25,4,7083282105,23,80,38,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,0.782608695652174
_z6pymOet7g_2,_z6pymOet7g,80.0,80.0,5.0,5-10s,RANDOM_25,4,7083282105,5,80,24,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8
a3GzZKxUTy8_1,a3GzZKxUTy8,118.0,118.0,15.0,10-20s,RANDOM_25,4,7083282105,20,118,45,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4666666666666667
aMhu5eMQAsI_1,aMhu5eMQAsI,170.0,170.0,8.0,5-10s,RANDOM_25,4,7083282105,11,170,51,40,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.5,1.375
aMhu5eMQAsI_2,aMhu5eMQAsI,170.0,170.0,9.0,5-10s,RANDOM_25,4,7083282105,23,170,60,37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0
aMhu5eMQAsI_3,aMhu5eMQAsI,170.0,170.0,3.0,2-5s,RANDOM_25,4,7083282105,3,170,45,42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,114.5,4.0
aZAXO2WZn84_1,aZAXO2WZn84,300.0,300.0,18.0,10-20s,RANDOM_25,4,7083282105,18,300,89,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,226.5,0.6111111111111112
aZAXO2WZn84_2,aZAXO2WZn84,300.0,300.0,4.0,2-5s,RANDOM_25,4,7083282105,22,300,92,70,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.5,3.0
aZAXO2WZn84_3,aZAXO2WZn84,300.0,300.0,166.0,20s+,RANDOM_25,4,7083282105,221,300,241,20,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.5,1.216867469879518
aZAXO2WZn84_4,aZAXO2WZn84,300.0,300.0,3.0,2-5s,RANDOM_25,4,7083282105,5,300,79,74,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,101.0,6.0
aZAXO2WZn84_5,aZAXO2WZn84,300.0,300.0,1.0,0-2s,RANDOM_25,4,7083282105,2,300,77,75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,11.0
ajheseWZmmU_1,ajheseWZmmU,122.0,122.0,6.0,5-10s,RANDOM_25,4,7083282105,14,122,41,27,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0
ajheseWZmmU_2,ajheseWZmmU,122.0,122.0,2.0,2-5s,RANDOM_25,4,7083282105,2,122,32,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0
b1PXsfgQw5w_1,b1PXsfgQw5w,297.0,297.0,1.0,0-2s,RANDOM_25,4,7083282105,2,297,76,74,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0
b1PXsfgQw5w_2,b1PXsfgQw5w,297.0,297.0,1.0,0-2s,RANDOM_25,4,7083282105,1,297,75,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,12.0
bIV3bJZpkgA_1,bIV3bJZpkgA,300.0,300.0,270.0,20s+,RANDOM_25,4,7083282105,284,300,288,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0074074074074073
bIV3bJZpkgA_2,bIV3bJZpkgA,300.0,300.0,58.0,20s+,RANDOM_25,4,7083282105,58,300,119,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,4.275862068965517
bJMMp6PLKqM_1,bJMMp6PLKqM,105.0,105.0,13.0,10-20s,RANDOM_25,4,7083282105,35,105,53,18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.38461538461538464
bJMMp6PLKqM_2,bJMMp6PLKqM,105.0,105.0,7.0,5-10s,RANDOM_25,4,7083282105,13,105,36,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.8571428571428571
bLZFtoWXYTA_1,bLZFtoWXYTA,299.0,299.0,6.0,5-10s,RANDOM_25,4,7083282105,6,299,80,74,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.5
bLZFtoWXYTA_2,bLZFtoWXYTA,299.0,299.0,134.0,20s+,RANDOM_25,4,7083282105,136,299,177,41,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,46.5,0.26119402985074625
bUTOsLXYyxg_1,bUTOsLXYyxg,300.0,300.0,2.0,2-5s,RANDOM_25,4,7083282105,3,300,78,75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,58.5,4.5
bUTOsLXYyxg_2,bUTOsLXYyxg,300.0,300.0,7.0,5-10s,RANDOM_25,4,7083282105,11,300,84,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.5,1.7142857142857142
bX2vDaHL26U_1,bX2vDaHL26U,74.0,74.0,3.0,2-5s,RANDOM_25,4,7083282105,3,74,21,18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333
bX2vDaHL26U_2,bX2vDaHL26U,74.0,74.0,1.0,0-2s,RANDOM_25,4,7083282105,2,74,20,18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
bgbnu5YKTDg_1,bgbnu5YKTDg,198.0,198.0,9.0,5-10s,RANDOM_25,4,7083282105,9,198,57,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bgbnu5YKTDg_2,bgbnu5YKTDg,198.0,198.0,5.0,5-10s,RANDOM_25,4,7083282105,36,198,77,41,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,1.8
bgbnu5YKTDg_3,bgbnu5YKTDg,198.0,198.0,11.0,10-20s,RANDOM_25,4,7083282105,62,198,96,34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4545454545454546
bgbnu5YKTDg_4,bgbnu5YKTDg,198.0,198.0,3.0,2-5s,RANDOM_25,4,7083282105,17,198,63,46,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.333333333333333
bhlhcGONisM_1,bhlhcGONisM,300.0,300.0,23.0,20s+,RANDOM_25,4,7083282105,23,300,93,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160.0,0.4782608695652174
bpv_LneHmfU_1,bpv_LneHmfU,138.0,138.0,3.0,2-5s,RANDOM_25,4,7083282105,3,138,37,34,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,1.6666666666666667
bpv_LneHmfU_2,bpv_LneHmfU,138.0,138.0,11.0,10-20s,RANDOM_25,4,7083282105,11,138,43,32,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.5,0.9090909090909091
bygBWUkpaC8_1,bygBWUkpaC8,299.0,299.0,20.0,20s+,RANDOM_25,4,7083282105,38,299,104,66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,47.0,1.5
bygBWUkpaC8_2,bygBWUkpaC8,299.0,299.0,18.0,10-20s,RANDOM_25,4,7083282105,66,299,125,59,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.8888888888888888
bygBWUkpaC8_3,bygBWUkpaC8,299.0,299.0,14.0,10-20s,RANDOM_25,4,7083282105,18,299,89,71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,1.7857142857142858
c6YJgZ3qzOw_1,c6YJgZ3qzOw,300.0,300.0,8.0,5-10s,RANDOM_25,4,7083282105,9,300,82,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
c6YJgZ3qzOw_2,c6YJgZ3qzOw,300.0,300.0,99.0,20s+,RANDOM_25,4,7083282105,140,300,180,40,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.5,0.40404040404040403
c6YJgZ3qzOw_3,c6YJgZ3qzOw,300.0,300.0,7.0,5-10s,RANDOM_25,4,7083282105,9,300,82,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,4.428571428571429
cFoXRmGgIME_1,cFoXRmGgIME,299.0,299.0,10.0,10-20s,RANDOM_25,4,7083282105,10,299,83,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.1
cFoXRmGgIME_2,cFoXRmGgIME,299.0,299.0,6.0,5-10s,RANDOM_25,4,7083282105,6,299,80,74,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,81.5,1.8333333333333333
cNARVD02-tw_1,cNARVD02-tw,299.0,299.0,67.0,20s+,RANDOM_25,4,7083282105,67,299,125,58,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,0.582089552238806
cNARVD02-tw_2,cNARVD02-tw,299.0,299.0,6.0,5-10s,RANDOM_25,4,7083282105,6,299,80,74,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,63.5,3.5
cNARVD02-tw_3,cNARVD02-tw,299.0,299.0,15.0,10-20s,RANDOM_25,4,7083282105,36,299,102,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.6
cPiSd5nJLrI_1,cPiSd5nJLrI,60.0,60.0,2.0,2-5s,RANDOM_25,4,7083282105,2,60,17,15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.5,6.5
cPiSd5nJLrI_2,cPiSd5nJLrI,60.0,60.0,3.0,2-5s,RANDOM_25,4,7083282105,3,60,18,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
cPiSd5nJLrI_3,cPiSd5nJLrI,60.0,60.0,13.0,10-20s,RANDOM_25,4,7083282105,13,60,25,12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.23076923076923078
cz0FSQDVBMw_1,cz0FSQDVBMw,248.0,248.0,33.0,20s+,RANDOM_25,4,7083282105,54,248,103,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.8181818181818182
cz0FSQDVBMw_2,cz0FSQDVBMw,248.0,248.0,1.0,0-2s,RANDOM_25,4,7083282105,2,248,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.5,8.0
cz0FSQDVBMw_3,cz0FSQDVBMw,248.0,248.0,5.0,5-10s,RANDOM_25,4,7083282105,15,248,74,59,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.5,1.2
d6gu2w19YQo_1,d6gu2w19YQo,102.0,102.0,2.0,2-5s,RANDOM_25,4,7083282105,7,102,31,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0
dJYO3RbBabE_1,dJYO3RbBabE,299.0,299.0,78.0,20s+,RANDOM_25,4,7083282105,158,299,194,36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.2564102564102564
dYZSKX7vuRI_1,dYZSKX7vuRI,300.0,300.0,16.0,10-20s,RANDOM_25,4,7083282105,16,300,87,71,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.5,1.4375
dYZSKX7vuRI_2,dYZSKX7vuRI,300.0,300.0,259.0,20s+,RANDOM_25,4,7083282105,265,300,274,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.5,0.06563706563706563
dYvL6uEMl6E_1,dYvL6uEMl6E,178.0,178.0,1.0,0-2s,RANDOM_25,4,7083282105,1,178,46,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,7.0
dZDgJzGtLLU_1,dZDgJzGtLLU,299.0,299.0,109.0,20s+,RANDOM_25,4,7083282105,212,299,234,22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,0.12844036697247707
dZDgJzGtLLU_2,dZDgJzGtLLU,299.0,299.0,44.0,20s+,RANDOM_25,4,7083282105,53,299,115,62,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.3181818181818182
dkiwn2FdDVw_1,dkiwn2FdDVw,300.0,300.0,7.0,5-10s,RANDOM_25,4,7083282105,20,300,90,70,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7142857142857142
dkiwn2FdDVw_2,dkiwn2FdDVw,300.0,300.0,2.0,2-5s,RANDOM_25,4,7083282105,2,300,77,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0
dkiwn2FdDVw_3,dkiwn2FdDVw,300.0,300.0,1.0,0-2s,RANDOM_25,4,7083282105,2,300,77,75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.5,14.0
dkiwn2FdDVw_4,dkiwn2FdDVw,300.0,300.0,3.0,2-5s,RANDOM_25,4,7083282105,10,300,83,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116.0,4.333333333333333
dlsiellSFf0_1,dlsiellSFf0,111.0,111.0,19.0,10-20s,RANDOM_25,4,7083282105,19,111,42,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0526315789473684
dlsiellSFf0_2,dlsiellSFf0,111.0,111.0,47.0,20s+,RANDOM_25,4,7083282105,80,111,88,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.5,0.2553191489361702
dmUOSyPXkUw_1,dmUOSyPXkUw,230.0,230.0,23.0,20s+,RANDOM_25,4,7083282105,26,230,77,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.30434782608695654
dmUOSyPXkUw_2,dmUOSyPXkUw,230.0,230.0,11.0,10-20s,RANDOM_25,4,7083282105,24,230,76,52,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,129.0,0.8181818181818182
dmUOSyPXkUw_3,dmUOSyPXkUw,230.0,230.0,6.0,5-10s,RANDOM_25,4,7083282105,25,230,77,52,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,46.5,1.3333333333333333
dxow2DcTrwk_1,dxow2DcTrwk,156.0,156.0,6.0,5-10s,RANDOM_25,4,7083282105,17,156,52,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,1.6666666666666667
e2rScj9UyMs_1,e2rScj9UyMs,225.0,225.0,5.0,5-10s,RANDOM_25,4,7083282105,49,225,93,44,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,1.4
e2rScj9UyMs_2,e2rScj9UyMs,225.0,225.0,1.0,0-2s,RANDOM_25,4,7083282105,1,225,57,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,7.0
e4ph6bIC5zc_1,e4ph6bIC5zc,258.0,258.0,10.0,10-20s,RANDOM_25,4,7083282105,16,258,77,61,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.5,1.3
Z_smJ66Tb3c_1,Z_smJ66Tb3c,201.0,201.0,4.0,2-5s,RANDOM_25,5,7083282106,13,201,60,47,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.5
