qid,vid,duration_bin,gt_duration_sec,audio_duration_sec,hard_center_hit10_2s,random25_center_hit10_2s_mean,hard_minus_random_center,cohort,p3_location_failure,condition,active_layer,removed_token_count,full_center_hit10_2s,intervention_center_hit10_2s,intervention_minus_full_center_pp,intervention_oracle10_iou07,intervention_width_gt_ratio
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,1.0,299.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,1,1.0,1.0,0.0,0.0,9.0
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,1.0,299.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,1,1.0,1.0,0.0,0.0,9.0
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,1.0,299.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,1,1.0,1.0,0.0,0.0,9.0
--0w1YA1Hm4_1,--0w1YA1Hm4,0-2s,1.0,299.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,1,1.0,1.0,0.0,0.0,9.0
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,4.0,299.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,1.0,1.0,0.0,0.0,2.75
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,4.0,299.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,1.0,1.0,0.0,0.0,2.0
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,4.0,299.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,1.0,1.0,0.0,0.0,2.75
--0w1YA1Hm4_2,--0w1YA1Hm4,2-5s,4.0,299.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,1.0,1.0,0.0,0.0,2.75
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,1.0,1.0,0.0,0.0,3.0
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,1.0,1.0,0.0,0.0,3.0
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,1.0,1.0,0.0,0.0,3.0
--0w1YA1Hm4_3,--0w1YA1Hm4,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,1.0,1.0,0.0,0.0,3.0
-FW109cbv0g_1,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,1,1.0,1.0,0.0,0.0,1.3333333333333333
-FW109cbv0g_1,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,1,1.0,1.0,0.0,0.0,1.3333333333333333
-FW109cbv0g_1,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,1,1.0,1.0,0.0,0.0,1.3333333333333333
-FW109cbv0g_1,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,1,1.0,1.0,0.0,0.0,1.3333333333333333
-FW109cbv0g_3,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,1,1.0,1.0,0.0,0.0,1.0
-FW109cbv0g_3,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,1,1.0,1.0,0.0,0.0,1.0
-FW109cbv0g_3,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,1,1.0,1.0,0.0,0.0,1.0
-FW109cbv0g_3,-FW109cbv0g,2-5s,3.0,96.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,1,1.0,1.0,0.0,0.0,1.0
-FW109cbv0g_4,-FW109cbv0g,2-5s,2.0,96.0,0.0,1.0,-1.0,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,1.0,1.0,0.0,0.0,2.0
-FW109cbv0g_4,-FW109cbv0g,2-5s,2.0,96.0,0.0,1.0,-1.0,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,1.0,1.0,0.0,0.0,2.0
-FW109cbv0g_4,-FW109cbv0g,2-5s,2.0,96.0,0.0,1.0,-1.0,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,1.0,1.0,0.0,0.0,2.0
-FW109cbv0g_4,-FW109cbv0g,2-5s,2.0,96.0,0.0,1.0,-1.0,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,1.0,1.0,0.0,0.0,2.0
-FW109cbv0g_5,-FW109cbv0g,2-5s,3.0,96.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,1.0,1.0,0.0,0.0,1.6666666666666667
-FW109cbv0g_5,-FW109cbv0g,2-5s,3.0,96.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,1.0,1.0,0.0,0.0,1.6666666666666667
-FW109cbv0g_5,-FW109cbv0g,2-5s,3.0,96.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,1.0,1.0,0.0,0.0,1.6666666666666667
-FW109cbv0g_5,-FW109cbv0g,2-5s,3.0,96.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,1.0,1.0,0.0,0.0,1.6666666666666667
-NrFeH-kBSM_2,-NrFeH-kBSM,0-2s,1.0,300.0,0.0,0.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,0.0,0.0,0.0,0.0,14.0
-NrFeH-kBSM_2,-NrFeH-kBSM,0-2s,1.0,300.0,0.0,0.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,0.0,0.0,0.0,0.0,14.0
-NrFeH-kBSM_2,-NrFeH-kBSM,0-2s,1.0,300.0,0.0,0.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,0.0,0.0,0.0,0.0,14.0
-NrFeH-kBSM_2,-NrFeH-kBSM,0-2s,1.0,300.0,0.0,0.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,0.0,0.0,0.0,0.0,14.0
-NrFeH-kBSM_4,-NrFeH-kBSM,2-5s,4.0,300.0,0.0,0.4,-0.4,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,8,1.0,1.0,0.0,0.0,2.75
-NrFeH-kBSM_4,-NrFeH-kBSM,2-5s,4.0,300.0,0.0,0.4,-0.4,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,8,1.0,1.0,0.0,0.0,2.25
-NrFeH-kBSM_4,-NrFeH-kBSM,2-5s,4.0,300.0,0.0,0.4,-0.4,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,8,1.0,1.0,0.0,0.0,2.5
-NrFeH-kBSM_4,-NrFeH-kBSM,2-5s,4.0,300.0,0.0,0.4,-0.4,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,8,1.0,1.0,0.0,0.0,2.5
-mhFGevxLUg_3,-mhFGevxLUg,2-5s,4.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,0.0,0.0,0.0,0.0,2.75
-mhFGevxLUg_3,-mhFGevxLUg,2-5s,4.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,0.0,0.0,0.0,0.0,2.75
-mhFGevxLUg_3,-mhFGevxLUg,2-5s,4.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,0.0,0.0,0.0,0.0,2.75
-mhFGevxLUg_3,-mhFGevxLUg,2-5s,4.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,0.0,0.0,0.0,0.0,2.75
-nQHwrRLfc0_2,-nQHwrRLfc0,0-2s,1.0,165.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,12,1.0,1.0,0.0,0.0,7.0
-nQHwrRLfc0_2,-nQHwrRLfc0,0-2s,1.0,165.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,12,1.0,1.0,0.0,0.0,7.0
-nQHwrRLfc0_2,-nQHwrRLfc0,0-2s,1.0,165.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,12,1.0,1.0,0.0,0.0,7.0
-nQHwrRLfc0_2,-nQHwrRLfc0,0-2s,1.0,165.0,0.0,0.7,-0.7,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,12,1.0,1.0,0.0,0.0,7.0
-oy0BkpMGAk_1,-oy0BkpMGAk,2-5s,4.0,80.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,9,1.0,1.0,0.0,0.0,1.0
-oy0BkpMGAk_1,-oy0BkpMGAk,2-5s,4.0,80.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,9,1.0,1.0,0.0,0.0,1.0
-oy0BkpMGAk_1,-oy0BkpMGAk,2-5s,4.0,80.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,9,1.0,1.0,0.0,0.0,1.0
-oy0BkpMGAk_1,-oy0BkpMGAk,2-5s,4.0,80.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,9,1.0,1.0,0.0,0.0,1.0
-oy0BkpMGAk_3,-oy0BkpMGAk,2-5s,2.0,80.0,0.0,0.0,0.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,5,0.0,0.0,0.0,0.0,1.5
-oy0BkpMGAk_3,-oy0BkpMGAk,2-5s,2.0,80.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,5,0.0,0.0,0.0,0.0,1.5
-oy0BkpMGAk_3,-oy0BkpMGAk,2-5s,2.0,80.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,5,0.0,0.0,0.0,0.0,1.5
-oy0BkpMGAk_3,-oy0BkpMGAk,2-5s,2.0,80.0,0.0,0.0,0.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,5,0.0,0.0,0.0,0.0,1.5
096oTVzc5Gs_4,096oTVzc5Gs,0-2s,1.0,129.0,0.0,0.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,7,1.0,0.0,-100.0,0.0,5.0
096oTVzc5Gs_4,096oTVzc5Gs,0-2s,1.0,129.0,0.0,0.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,7,1.0,0.0,-100.0,0.0,3.0
096oTVzc5Gs_4,096oTVzc5Gs,0-2s,1.0,129.0,0.0,0.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,7,1.0,1.0,0.0,0.0,5.0
096oTVzc5Gs_4,096oTVzc5Gs,0-2s,1.0,129.0,0.0,0.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,7,1.0,1.0,0.0,0.0,5.0
0AsXkZkqelg_1,0AsXkZkqelg,2-5s,4.0,172.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,24,1.0,0.0,-100.0,0.0,2.0
0AsXkZkqelg_1,0AsXkZkqelg,2-5s,4.0,172.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,24,1.0,1.0,0.0,1.0,1.25
0AsXkZkqelg_1,0AsXkZkqelg,2-5s,4.0,172.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,24,1.0,0.0,-100.0,0.0,2.25
0AsXkZkqelg_1,0AsXkZkqelg,2-5s,4.0,172.0,0.0,0.8,-0.8,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,24,1.0,0.0,-100.0,0.0,2.25
0AsXkZkqelg_2,0AsXkZkqelg,2-5s,3.0,172.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,32,1.0,1.0,0.0,0.0,3.6666666666666665
0AsXkZkqelg_2,0AsXkZkqelg,2-5s,3.0,172.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,32,1.0,1.0,0.0,0.0,3.3333333333333335
0AsXkZkqelg_2,0AsXkZkqelg,2-5s,3.0,172.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,32,1.0,1.0,0.0,0.0,3.3333333333333335
0AsXkZkqelg_2,0AsXkZkqelg,2-5s,3.0,172.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,32,1.0,1.0,0.0,0.0,3.3333333333333335
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,1,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,1,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,1,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_1,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,1,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_3,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,6,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_3,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,6,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_3,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,6,1.0,1.0,0.0,0.0,1.5
0_K6OKtoBBU_3,0_K6OKtoBBU,2-5s,2.0,61.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,6,1.0,1.0,0.0,0.0,1.5
0a9wVat2PWk_2,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,1.0,1.0,0.0,0.0,2.25
0a9wVat2PWk_2,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,1.0,1.0,0.0,0.0,2.5
0a9wVat2PWk_2,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,1.0,1.0,0.0,0.0,2.25
0a9wVat2PWk_2,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,1.0,1.0,0.0,0.0,2.25
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,6,1.0,1.0,0.0,0.0,3.3333333333333335
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,6,1.0,1.0,0.0,0.0,3.3333333333333335
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,6,1.0,1.0,0.0,0.0,3.0
0a9wVat2PWk_3,0a9wVat2PWk,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,6,1.0,1.0,0.0,0.0,3.0
0a9wVat2PWk_4,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.6,-0.6,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,0.0,0.0,0.0,0.0,2.25
0a9wVat2PWk_4,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.6,-0.6,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,0.0,0.0,0.0,0.0,2.75
0a9wVat2PWk_4,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.6,-0.6,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,0.0,0.0,0.0,0.0,2.0
0a9wVat2PWk_4,0a9wVat2PWk,2-5s,4.0,300.0,0.0,0.6,-0.6,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,0.0,0.0,0.0,0.0,2.0
0fMXnvD38zI_1,0fMXnvD38zI,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,0.0,0.0,0.0,0.0,6.5
0fMXnvD38zI_1,0fMXnvD38zI,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,0.0,0.0,0.0,0.0,6.5
0fMXnvD38zI_1,0fMXnvD38zI,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,0.0,0.0,0.0,0.0,7.0
0fMXnvD38zI_1,0fMXnvD38zI,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,0.0,0.0,0.0,0.0,7.0
0yETgW44MZU_2,0yETgW44MZU,2-5s,4.0,90.0,1.0,0.7,0.30000000000000004,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,6,0.0,0.0,0.0,0.0,4.5
0yETgW44MZU_2,0yETgW44MZU,2-5s,4.0,90.0,1.0,0.7,0.30000000000000004,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,6,0.0,0.0,0.0,0.0,4.5
0yETgW44MZU_2,0yETgW44MZU,2-5s,4.0,90.0,1.0,0.7,0.30000000000000004,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,6,0.0,0.0,0.0,0.0,4.5
0yETgW44MZU_2,0yETgW44MZU,2-5s,4.0,90.0,1.0,0.7,0.30000000000000004,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,6,0.0,0.0,0.0,0.0,4.5
14izd_i3ryE_3,14izd_i3ryE,2-5s,2.0,299.0,0.0,0.4,-0.4,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,11,1.0,1.0,0.0,0.0,7.0
14izd_i3ryE_3,14izd_i3ryE,2-5s,2.0,299.0,0.0,0.4,-0.4,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,11,1.0,1.0,0.0,0.0,6.0
14izd_i3ryE_3,14izd_i3ryE,2-5s,2.0,299.0,0.0,0.4,-0.4,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,11,1.0,1.0,0.0,0.0,7.0
14izd_i3ryE_3,14izd_i3ryE,2-5s,2.0,299.0,0.0,0.4,-0.4,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,11,1.0,1.0,0.0,0.0,7.0
1FNJbN-eHY4_1,1FNJbN-eHY4,2-5s,4.0,177.0,0.0,0.7,-0.7,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,28,0.0,1.0,100.0,0.0,2.25
1FNJbN-eHY4_1,1FNJbN-eHY4,2-5s,4.0,177.0,0.0,0.7,-0.7,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,28,0.0,1.0,100.0,0.0,2.5
1FNJbN-eHY4_1,1FNJbN-eHY4,2-5s,4.0,177.0,0.0,0.7,-0.7,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,28,0.0,0.0,0.0,0.0,2.75
1FNJbN-eHY4_1,1FNJbN-eHY4,2-5s,4.0,177.0,0.0,0.7,-0.7,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,28,0.0,0.0,0.0,0.0,2.75
1GgEpRZDWN0_1,1GgEpRZDWN0,2-5s,2.0,300.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,0.0,0.0,0.0,0.0,4.5
1GgEpRZDWN0_1,1GgEpRZDWN0,2-5s,2.0,300.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,0.0,0.0,0.0,0.0,5.0
1GgEpRZDWN0_1,1GgEpRZDWN0,2-5s,2.0,300.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,0.0,0.0,0.0,0.0,5.0
1GgEpRZDWN0_1,1GgEpRZDWN0,2-5s,2.0,300.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,0.0,0.0,0.0,0.0,5.0
1IoHRTUp86c_3,1IoHRTUp86c,2-5s,2.0,226.0,1.0,0.5,0.5,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,1.0,1.0,0.0,0.0,9.5
1IoHRTUp86c_3,1IoHRTUp86c,2-5s,2.0,226.0,1.0,0.5,0.5,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,1.0,1.0,0.0,0.0,9.5
1IoHRTUp86c_3,1IoHRTUp86c,2-5s,2.0,226.0,1.0,0.5,0.5,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,1.0,1.0,0.0,0.0,9.5
1IoHRTUp86c_3,1IoHRTUp86c,2-5s,2.0,226.0,1.0,0.5,0.5,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,1.0,1.0,0.0,0.0,9.5
1Og2TJ3bXW0_1,1Og2TJ3bXW0,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,35,0.0,0.0,0.0,0.0,4.0
1Og2TJ3bXW0_1,1Og2TJ3bXW0,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,35,0.0,0.0,0.0,0.0,4.5
1Og2TJ3bXW0_1,1Og2TJ3bXW0,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,35,0.0,0.0,0.0,0.0,2.0
1Og2TJ3bXW0_1,1Og2TJ3bXW0,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,35,0.0,0.0,0.0,0.0,2.0
1Og2TJ3bXW0_2,1Og2TJ3bXW0,2-5s,3.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,6,0.0,0.0,0.0,0.0,3.0
1Og2TJ3bXW0_2,1Og2TJ3bXW0,2-5s,3.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,6,0.0,0.0,0.0,0.0,2.0
1Og2TJ3bXW0_2,1Og2TJ3bXW0,2-5s,3.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,6,0.0,0.0,0.0,0.0,2.3333333333333335
1Og2TJ3bXW0_2,1Og2TJ3bXW0,2-5s,3.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,6,0.0,0.0,0.0,0.0,2.3333333333333335
1Og2TJ3bXW0_4,1Og2TJ3bXW0,2-5s,2.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,23,1.0,1.0,0.0,0.0,4.0
1Og2TJ3bXW0_4,1Og2TJ3bXW0,2-5s,2.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,23,1.0,1.0,0.0,0.0,3.0
1Og2TJ3bXW0_4,1Og2TJ3bXW0,2-5s,2.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,23,1.0,1.0,0.0,0.0,4.5
1Og2TJ3bXW0_4,1Og2TJ3bXW0,2-5s,2.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,23,1.0,1.0,0.0,0.0,4.5
1WTSW96XP6E_2,1WTSW96XP6E,2-5s,2.0,300.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,0.0,0.0,0.0,0.0,5.0
1WTSW96XP6E_2,1WTSW96XP6E,2-5s,2.0,300.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,0.0,0.0,0.0,0.0,5.0
1WTSW96XP6E_2,1WTSW96XP6E,2-5s,2.0,300.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,0.0,0.0,0.0,0.0,5.0
1WTSW96XP6E_2,1WTSW96XP6E,2-5s,2.0,300.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,0.0,0.0,0.0,0.0,5.0
