qid,duration_bin,cohort,condition,replicate,full_hit,intervention_hit,transition
hzn_wGlzGpU_1,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
hzn_wGlzGpU_1,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
hzn_wGlzGpU_1,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
hzn_wGlzGpU_1,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
hzn_wGlzGpU_1,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
hzn_wGlzGpU_1,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,0,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,1,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,2,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,3,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,4,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,5,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,6,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,7,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,8,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_RANDOM,9,1,1,both_hit
hzn_wGlzGpU_2,0-2s,control,REMOVE_HARD,0,1,1,both_hit
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,1,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,2,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,3,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,6,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,7,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,8,0,1,miss_to_hit
i6MQCm58zlY_3,2-5s,harmful,REMOVE_RANDOM,9,0,0,both_miss
i6MQCm58zlY_3,2-5s,harmful,REMOVE_HARD,0,0,1,miss_to_hit
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
iOCpICiu4LA_2,2-5s,control,REMOVE_HARD,0,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,0,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,1,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,2,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,3,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,4,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,5,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,6,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,7,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,8,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_RANDOM,9,0,0,both_miss
ilspW7JRjAg_1,0-2s,control,REMOVE_HARD,0,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,0,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,1,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,2,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,3,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,4,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,5,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,6,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,7,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,8,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_RANDOM,9,0,0,both_miss
inSvboaSRwA_2,0-2s,harmful,REMOVE_HARD,0,0,0,both_miss
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
jid4t-FzUn0_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
jid4t-FzUn0_3,2-5s,control,REMOVE_HARD,0,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,0,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,1,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,2,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,3,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,4,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,5,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,6,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,7,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,8,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_RANDOM,9,0,0,both_miss
jjfUaMQaG1A_2,0-2s,harmful,REMOVE_HARD,0,0,0,both_miss
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
jlwe9jtu5Gw_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
jlwe9jtu5Gw_2,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
jlwe9jtu5Gw_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
kHIe4CfaccQ_2,2-5s,control,REMOVE_HARD,0,1,1,both_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,0,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,1,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,2,0,0,both_miss
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,3,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,4,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,5,0,0,both_miss
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,6,0,0,both_miss
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,7,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,8,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_RANDOM,9,0,1,miss_to_hit
kXjzsroVTtw_1,0-2s,harmful,REMOVE_HARD,0,0,1,miss_to_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
kdflh3akyH8_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
lTfNLKEy1RU_2,2-5s,control,REMOVE_HARD,0,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
lVr-PxhZo8s_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,0,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,1,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,2,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,3,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,4,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,5,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,6,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,7,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,8,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_RANDOM,9,1,1,both_hit
lVr-PxhZo8s_3,0-2s,harmful,REMOVE_HARD,0,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
lgwpIImXCWA_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
lh801oHGtD4_2,2-5s,control,REMOVE_HARD,0,1,1,both_hit
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
lh801oHGtD4_3,2-5s,control,REMOVE_HARD,0,0,1,miss_to_hit
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
lmPMhs-9IYE_2,2-5s,control,REMOVE_HARD,0,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
lrKGCtSsAkA_2,2-5s,control,REMOVE_HARD,0,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,0,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,1,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,2,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,3,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,4,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,5,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,6,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,7,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,8,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_RANDOM,9,0,0,both_miss
lrKGCtSsAkA_3,0-2s,harmful,REMOVE_HARD,0,0,1,miss_to_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,0,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,1,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,2,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,3,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,4,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,5,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,6,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,7,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,8,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_RANDOM,9,1,1,both_hit
lrKGCtSsAkA_4,0-2s,control,REMOVE_HARD,0,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
mSF_FqBtRPs_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
mWqH2xwjkYA_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,1,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,2,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,3,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,6,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,7,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,8,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_RANDOM,9,0,0,both_miss
m_U506sf9p4_2,2-5s,harmful,REMOVE_HARD,0,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,1,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,2,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,3,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,6,0,1,miss_to_hit
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,7,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,8,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_RANDOM,9,0,0,both_miss
m_U506sf9p4_3,2-5s,harmful,REMOVE_HARD,0,0,0,both_miss
m_U506sf9p4_4,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
m_U506sf9p4_4,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
m_U506sf9p4_4,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
