variant,gt_bin,audio_duration_sec,N_proposals,median_final_abs_log_width_gt_ratio,median_final_width_gt_ratio,median_final_width_sec,N_audio_duration_strata,audio_duration_slope_abs_log_ratio_per_sec,audio_duration_slope_abs_log_ratio_per_100sec
r1,5-10s,267.0,3,0.7828514109037649,2.187701416015625,10.938507080078125,,,
r1,5-10s,285.0,2,0.2821236918370684,1.3339721679687502,6.66986083984375,,,
r1,5-10s,290.0,1,0.7425823654534187,2.10135498046875,10.50677490234375,,,
r1,5-10s,297.0,2,0.21101367335465018,1.2527637481689453,10.022109985351562,,,
r1,5-10s,299.0,18,0.7925373417624151,2.209739176432292,14.753982543945312,,,
r1,5-10s,300.0,2,0.5593427359786584,1.8619165420532227,11.146797180175781,,,
r1,10-20s,60.0,8,1.5097808348558455,0.22283663068498885,2.8261337280273438,,,
r1,10-20s,61.0,1,1.021718784082633,0.3599756876627604,5.399635314941406,,,
r1,10-20s,62.0,3,1.1552831291753929,0.3149683475494385,5.039493560791016,,,
r1,10-20s,65.0,1,0.2181668938381776,1.2437946319580078,12.437946319580078,,,
r1,10-20s,66.0,1,0.282351729271041,1.3262451171875,19.8936767578125,,,
r1,10-20s,67.0,3,1.2098559502553397,0.298240237765842,5.368324279785156,,,
r1,10-20s,70.0,2,0.9650162062985737,0.43318012210872625,4.992002487182617,,,
r1,10-20s,74.0,2,1.0225085574534625,0.3627891540527344,3.990680694580078,,,
r1,10-20s,76.0,2,1.079264572883301,2.4626057942708335,29.04132843017578,,,
r1,10-20s,77.0,1,1.8137903768584436,0.16303500007180607,2.771595001220703,,,
r1,10-20s,80.0,3,0.6628802065167213,0.5153648376464843,5.153648376464844,,,
r1,10-20s,81.0,2,0.44051167985821293,0.6661200890174279,8.659561157226562,,,
r1,10-20s,82.0,1,0.06045480273533128,0.9413363138834635,11.296035766601562,,,
r1,10-20s,85.0,2,1.3243452220940246,0.2681462904986213,4.5584869384765625,,,
r1,10-20s,96.0,1,0.32631386505413656,1.3858502705891926,16.630203247070312,,,
r1,10-20s,102.0,1,0.9134044906060633,2.4927947998046873,24.927947998046875,,,
r1,10-20s,105.0,2,0.6245395678126883,0.5629698019761306,7.707892894744873,,,
r1,10-20s,110.0,1,1.692325810193722,0.18409086528577304,3.4977264404296875,,,
r1,10-20s,115.0,4,0.924663934900389,0.417941166804387,5.433235168457031,,,
r1,10-20s,118.0,1,1.18776273717463,0.30490264892578123,4.573539733886719,,,
r1,10-20s,121.0,4,0.6192531530002714,0.5384746551513673,5.384746551513672,,,
r1,10-20s,124.0,1,0.6750678120521924,0.5091218948364258,8.145950317382812,,,
r1,10-20s,132.0,3,0.4986481877811852,0.6073511297052557,6.6808624267578125,,,
r1,10-20s,134.0,1,0.09648465157499907,0.9080238342285156,10.896286010742188,,,
r1,10-20s,140.0,1,0.5345584265574296,0.5859279632568359,9.374847412109375,,,
r1,10-20s,142.0,2,0.9686550749385578,0.3821617575252757,6.4967498779296875,,,
r1,10-20s,143.0,4,0.22344395690805696,1.1064952850341796,11.064952850341797,,,
r1,10-20s,147.0,3,0.7282564841057455,0.48274993896484375,5.792999267578125,,,
r1,10-20s,150.0,1,0.2954866395137237,1.3437801361083985,13.437801361083984,,,
r1,10-20s,155.0,1,0.3701100371912549,1.4478939280790442,24.61419677734375,,,
r1,10-20s,157.0,4,0.37564114958753736,0.6869244045681424,12.364639282226562,,,
r1,10-20s,163.0,1,0.09625577750773974,1.1010406494140625,11.010406494140625,,,
r1,10-20s,182.0,1,0.570349439536773,0.5653278562757704,10.175901412963867,,,
r1,10-20s,183.0,1,0.4209416384713894,0.6564284104567307,8.5335693359375,,,
r1,10-20s,194.0,2,0.5754311818373103,0.567652974809919,8.591384887695312,,,
r1,10-20s,198.0,1,0.06674858463582659,0.9354303533380682,10.28973388671875,,,
r1,10-20s,208.0,1,0.357848571374798,1.4302490234375,14.302490234375,,,
r1,10-20s,230.0,2,0.19274582112934516,0.9057633726746885,10.696708679199219,,,
r1,10-20s,238.0,1,0.05365741327112307,1.0551230690696023,11.606353759765625,,,
r1,10-20s,247.0,1,0.1636889478723694,0.8490060659555289,11.037078857421875,,,
r1,10-20s,278.0,1,0.19715211266780322,0.8210657293146307,9.031723022460938,,,
r1,10-20s,297.0,2,0.2062644925739256,1.0864543914794922,14.768417358398438,,,
r1,10-20s,299.0,14,0.18223009883312602,1.0392167235865737,14.918212890625,,,
r1,10-20s,300.0,20,0.30670254927220053,1.263935810377618,16.348175048828125,,,
r1,20s+,61.0,1,2.0039964134389368,0.1347955067952474,3.2350921630859375,,,
r1,20s+,62.0,1,0.24451294171892723,0.7830858538227696,24.27566146850586,,,
r1,20s+,67.0,1,1.1875550728594948,0.3049659729003906,6.709251403808594,,,
r1,20s+,71.0,2,3.395048706898696,0.03555917739868164,1.1378936767578125,,,
r1,20s+,73.0,1,3.3740513132472207,0.03425059599034926,2.32904052734375,,,
r1,20s+,80.0,3,1.5381852264607148,0.2147705078125,4.29541015625,,,
r1,20s+,83.0,2,1.8477754354134577,0.16935926176457491,4.861148834228516,,,
r1,20s+,96.0,1,1.8319653680382295,0.1600986056857639,7.204437255859375,,,
r1,20s+,97.0,2,0.8077253386552741,0.631789893210931,14.84548282623291,,,
r1,20s+,106.0,3,1.8565029151001047,0.15621798379080637,4.374103546142578,,,
r1,20s+,115.0,1,1.9010679261807746,0.14940897623697916,4.482269287109375,,,
r1,20s+,135.0,1,1.2232731968123176,0.294265400279652,6.473838806152344,,,
r1,20s+,137.0,1,1.4456958945875933,0.2355820792061942,6.5962982177734375,,,
r1,20s+,150.0,3,1.8343207166958433,0.15972196138822115,4.15277099609375,,,
r1,20s+,157.0,1,1.420051255538316,0.24170162803248355,18.36932373046875,,,
r1,20s+,166.0,1,1.1532790421406232,0.3156002044677734,6.312004089355469,,,
r1,20s+,168.0,1,0.44095723877514914,0.6434202194213867,12.868404388427734,,,
r1,20s+,177.0,1,1.5531669533307408,0.21157685765680276,11.213573455810547,,,
r1,20s+,182.0,1,0.5285653685388071,0.5894500068996263,13.557350158691406,,,
r1,20s+,186.0,2,0.21844481236612373,0.8154627248781536,88.88543701171875,,,
r1,20s+,188.0,1,0.6725881179690337,0.5103859279466711,11.738876342773438,,,
r1,20s+,189.0,1,0.3361382662001579,0.7145243044252749,38.584312438964844,,,
r1,20s+,208.0,1,0.6523189715703637,0.5208365700461648,11.458404541015625,,,
r1,20s+,209.0,2,1.155127283425644,0.3157477745643029,8.209442138671875,,,
r1,20s+,212.0,1,1.5514965484681889,0.21193057200947746,12.927764892578125,,,
r1,20s+,214.0,1,0.4742569302280618,0.6223473321823847,13.069293975830078,,,
r1,20s+,217.0,1,1.6845579157908708,0.18552643213516626,7.235530853271484,,,
r1,20s+,222.0,1,3.2673170784737615,0.038108532245342545,3.963287353515625,,,
r1,20s+,230.0,2,0.9505428803167401,0.41603985662045684,11.797170639038086,,,
r1,20s+,239.0,1,0.7669640456565959,0.46442089080810545,9.28841781616211,,,
r1,20s+,245.0,2,0.8807306484638691,0.41815390953650844,10.872001647949219,,,
r1,20s+,254.0,1,1.9095695772960037,0.14814413747479838,18.369873046875,,,
r1,20s+,268.0,1,1.3876991559760483,0.2496490478515625,16.97613525390625,,,
r1,20s+,282.0,1,1.0178228164088061,0.3613808768136161,12.648330688476562,,,
r1,20s+,297.0,2,0.5444772122029939,0.582236418852935,21.542747497558594,,,
r1,20s+,299.0,29,0.7924533111146607,0.4527327374714177,16.802833557128906,,,
r1,20s+,300.0,15,0.9914096120294159,0.5614208984375,17.068450927734375,,,
baseline,0-2s,,,,,,10,0.007602974576967448,0.7602974576967448
baseline,2-5s,,,,,,55,0.003389609589603634,0.33896095896036343
baseline,5-10s,,,,,,53,-0.0015448830885628861,-0.15448830885628861
baseline,10-20s,,,,,,46,-0.00262877600962595,-0.262877600962595
baseline,20s+,,,,,,37,-0.004555165887029233,-0.4555165887029233
r1,0-2s,,,,,,10,0.0071857607400730855,0.7185760740073086
r1,2-5s,,,,,,54,0.004419934670853561,0.44199346708535614
r1,5-10s,,,,,,58,0.00021210141338860259,0.021210141338860258
r1,10-20s,,,,,,44,-0.0037865329167327474,-0.37865329167327477
r1,20s+,,,,,,37,-0.003945677361353832,-0.3945677361353832
